laptop_ID,Company,TypeName,Inches,DisplayType,ResolutionWidth,ResolutionHeight,CpuBrand,CpuType,CpuClockSpeed_GHz,Ram,Ram_GB,Memory,PrimaryMemory,SecondaryMemory,MemorySize_GB,Gpu,Gpu_Brand,OpSys,Weight_kg,Price_euros
795,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.2,1089.0
796,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.4,999.0
797,Acer,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,4.2,2299.0
798,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.62,985.0
799,Asus,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX1060,Nvidia,Windows 10,2.24,1339.0
800,Vero,Notebook,14.0,,1920,1080,Intel,Celeron,1.1,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.22,202.9
801,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.37,1970.0
802,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon R7 M460,AMD,Windows 10,2.08,959.0
803,Apple,Ultrabook,12.0,IPS Panel Retina Display,2304,1440,Intel,Core M,1.2,8GB,8,512GB Flash Storage,FlashStorage,None,512.0,Intel HD Graphics 5300,Intel,Mac OS X,0.92,1165.0
804,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen,2560,1440,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.42,2330.0
805,Asus,Notebook,14.0,,1366,768,Intel,Celeron,1.1,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.63,299.0
806,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.5,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.95,810.0
807,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.38,1349.0
808,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.0,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon R5 M420X,AMD,Windows 10,2.0,739.0
809,HP,Workstation,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia Quadro M2200,Nvidia,Windows 10,3.14,2064.9
810,Asus,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.37,1099.0
811,Dell,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.29,1499.0
812,Dell,Notebook,15.6,4K Ultra HD / Touchscreen,3840,2160,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.06,1749.0
813,Dell,Netbook,11.6,,1366,768,Intel,Pentium,1.1,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 505,Intel,Windows 10,1.63,744.0
814,HP,Netbook,12.5,,1366,768,Intel,Core i5,2.6,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.26,1389.0
815,Toshiba,Notebook,15.6,,1366,768,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.1,780.0
816,HP,Notebook,15.6,,1366,768,AMD,A12,2.5,8GB,8,2TB HDD,HDD,None,2000.0,AMD Radeon R7 Graphics,AMD,Windows 10,2.04,629.0
817,Dell,Gaming,15.6,4K Ultra HD,3840,2160,Intel,Core i7,2.8,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.62,1679.0
818,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce 920M,Nvidia,Windows 10,2.4,609.0
819,HP,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,12GB,12,1TB HDD,HDD,None,1000.0,AMD Radeon RX 580,AMD,Windows 10,3.74,1749.0
820,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,2.9,2415.0
821,Samsung,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,0.81,1499.0
822,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GT 940MX,Nvidia,Windows 10,1.98,961.0
823,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon R5 M420,AMD,Windows 10,2.18,789.81
824,Lenovo,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.32,1859.0
825,Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen,3840,2160,Intel,Core i7,2.5,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.29,1799.0
826,HP,Netbook,11.6,,1366,768,Intel,Celeron,1.6,4GB,4,16GB Flash Storage,FlashStorage,None,16.0,Intel HD Graphics 400,Intel,Chrome OS,1.23,385.0
827,Dell,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,4.36,2505.02
828,Dell,Notebook,14.0,,1366,768,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,1.76,755.0
829,Lenovo,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.1,489.9
830,Toshiba,Ultrabook,14.0,,1366,768,Intel,Core i5,2.5,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.25,1090.0
831,Lenovo,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.13,2499.0
832,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.4,1199.0
833,Lenovo,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB Flash Storage,FlashStorage,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.13,1875.0
834,Toshiba,Notebook,14.0,,1366,768,Intel,Pentium,2.1,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 510,Intel,Windows 10,1.75,499.0
835,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.1,1358.0
836,Dell,Notebook,14.0,,1366,768,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,1.76,585.0
837,Acer,Netbook,11.6,IPS Panel,1366,768,Intel,Celeron,1.6,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 400,Intel,Chrome OS,1.35,355.0
838,Acer,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i3,2.4,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.5,619.0
839,Razer,Gaming,17.3,4K Ultra HD / Touchscreen,3840,2160,Intel,Core i7,2.9,32GB,32,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1080,Nvidia,Windows 10,3.49,5499.0
840,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+,2560,1440,Intel,Core i7,2.6,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 520,Intel,Windows 10,1.1,2099.0
841,Asus,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce 920,Nvidia,Linux,2.1,519.0
842,Lenovo,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.7,1186.0
843,Lenovo,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,2.6,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.32,1650.0
844,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,3.21,2774.63
845,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,2.9,2419.0
846,Toshiba,Notebook,15.6,,1366,768,Intel,Core i3,2.4,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.0,669.0
847,Lenovo,Notebook,14.0,,1366,768,Intel,Celeron,1.6,4GB,4,16GB Flash Storage,FlashStorage,None,16.0,Intel HD Graphics 400,Intel,Chrome OS,1.5,325.0
848,Asus,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB HDD,HDD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,2.3,590.0
849,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.73,1799.0
851,Dell,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,32GB,32,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.42,3072.89
852,HP,Notebook,17.3,,1600,900,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.63,910.0
853,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.5,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,2.18,713.99
854,HP,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 520,Intel,Windows 7,1.54,1870.0
855,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,4GB,4,256GB SSD,SSD,None,256.0,AMD Radeon R5 M420,AMD,Windows 10,2.18,739.0
856,HP,2 in 1 Convertible,11.6,Touchscreen,1366,768,Intel,Celeron,1.1,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Chrome OS,1.4,615.0
857,Asus,Ultrabook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,512GB SSD,SSD,None,512.0,Nvidia GeForce 940M,Nvidia,Windows 10,1.45,1026.0
858,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.28,2277.0
859,HP,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 520,Intel,Windows 10,1.54,1468.0
860,HP,Notebook,15.6,,1366,768,Intel,Celeron,1.6,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 400,Intel,No OS,1.86,299.0
862,Asus,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.1,1899.0
863,Dell,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon R7 M445,AMD,Linux,2.83,865.0
864,Lenovo,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GT 940MX,Nvidia,Windows 10,1.96,1903.0
865,Asus,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 930MX,Nvidia,Windows 10,2.3,787.0
866,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.9,945.0
867,Asus,Notebook,15.6,,1366,768,Intel,Pentium,1.1,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 505,Intel,Windows 10,2.0,449.0
868,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.28,2559.0
869,Dell,Notebook,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i5,2.3,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,Windows 10,1.62,649.0
870,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,No OS,2.2,469.0
871,Lenovo,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.3,850.66
872,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.6,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon R7 M465,AMD,Windows 10,1.84,1349.0
873,Toshiba,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.05,1285.0
874,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,No OS,2.5,1017.0
875,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen,3200,1800,Intel,Core i7,2.5,16GB,16,512GB SSD,SSD,None,512.0,Intel Iris Plus Graphics 640,Intel,Windows 10,1.29,2240.0
876,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.07,910.0
877,Toshiba,Ultrabook,13.3,,1366,768,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.2,1095.0
878,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.37,1950.0
879,Acer,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.56,902.0
880,Dell,Workstation,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia Quadro M620,Nvidia,Windows 10,2.23,1778.0
881,Lenovo,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.38,1055.0
882,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M430,AMD,No OS,2.2,479.0
883,Toshiba,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.0,1388.0
884,Lenovo,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i3,2.4,4GB,4,180GB SSD,SSD,None,180.0,Intel HD Graphics 620,Intel,Windows 10,1.44,735.0
885,Samsung,Ultrabook,15.0,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce 940MX,Nvidia,Windows 10,1.23,1849.0
886,Dell,Ultrabook,12.5,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.6,1690.0
887,Asus,Notebook,15.6,,1366,768,Intel,Pentium,1.1,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 505,Intel,Linux,2.0,398.99
888,Xiaomi,Ultrabook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 940MX,Nvidia,Windows 10,1.28,935.0
889,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.18,912.5
890,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.04,839.0
891,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.28,1700.0
892,HP,2 in 1 Convertible,15.6,Touchscreen,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.3,684.8
893,Asus,Notebook,14.1,,1366,768,Intel,Celeron,1.1,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.65,348.0
894,Lenovo,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.2,669.0
895,Dell,Notebook,15.6,,1366,768,Intel,Pentium,1.6,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics,Intel,Windows 10,2.2,369.0
896,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.28,1799.0
897,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M420X,AMD,Linux,2.18,455.7
898,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i5,2.5,12GB,12,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.2,1369.9
899,Acer,Netbook,11.6,IPS Panel,1366,768,Intel,Celeron,1.6,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 400,Intel,Chrome OS,1.25,297.0
900,Lenovo,Notebook,17.3,,1600,900,AMD,A4,2.2,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon R3,AMD,Windows 10,2.8,379.0
901,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.95,1265.0
902,HP,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen,3200,1800,Intel,Core i7,2.7,16GB,16,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.42,1399.0
903,Samsung,Ultrabook,15.0,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.17,1699.0
904,Lenovo,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.32,1799.0
905,MSI,Gaming,17.3,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.6,16GB,16,512GB SSD +  2TB HDD,SSD,HDD,2512.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.43,2649.0
906,Toshiba,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.05,1475.0
908,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1050Ti,Nvidia,Linux,2.62,929.0
909,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.04,900.0
910,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M420X,AMD,Windows 10,2.18,614.0
911,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.6,8GB,8,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.9,935.0
912,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen,3200,1800,Intel,Core i7,1.3,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 615,Intel,Windows 10,1.24,2013.1
913,Asus,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,32GB,32,256GB SSD +  256GB SSD,SSD,SSD,512.0,Nvidia GeForce GTX 980M,Nvidia,Windows 10,3.58,1279.0
914,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,1.3,16GB,16,256GB SSD,SSD,None,256.0,Intel HD Graphics 615,Intel,Windows 10,1.22,1649.0
915,Lenovo,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB Flash Storage,FlashStorage,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.13,2049.0
916,Lenovo,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.95,1962.99
917,LG,Ultrabook,15.6,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.08,2099.0
918,HP,Netbook,12.5,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.26,1483.0
919,Acer,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Celeron,1.5,4GB,4,16GB Flash Storage,FlashStorage,None,16.0,Intel HD Graphics,Intel,Chrome OS,2.2,359.0
920,Lenovo,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 960M,Nvidia,Windows 10,2.6,789.0
922,LG,Ultrabook,14.0,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,0.98,1899.0
923,Dell,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.8,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.6,1205.0
924,HP,Ultrabook,12.5,4K Ultra HD / Touchscreen,3840,2160,Intel,Core M,1.2,8GB,8,240GB SSD,SSD,None,240.0,Intel HD Graphics 515,Intel,Windows 10,1.09,3100.0
925,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,6GB,6,256GB SSD,SSD,None,256.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.2,789.0
926,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.04,1018.99
927,Acer,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.4,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.4,499.0
928,Lenovo,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.44,881.0
930,HP,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.49,960.0
931,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.7,1599.0
932,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.6,1349.0
933,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.2,1119.91
934,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M420,AMD,Windows 10,2.18,684.99
935,HP,Ultrabook,15.6,Full HD,1920,1080,Intel,Core i7,2.5,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon R7 M365X,AMD,Windows 10,1.84,1296.99
936,HP,Ultrabook,13.3,Quad HD+ / Touchscreen,3200,1800,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.39,1149.0
937,Toshiba,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce 930M,Nvidia,Windows 10,2.4,1975.0
